19100,0787869
19099,9773017
19098,6053809
19097,6165445
19096,2460328
19095,3908363
19094,4085635
19093,7609845
19092,8811172
19091,3855187
19090,0068666
19089,5863217
19088,6299789
19087,1681300
19086,2353290
19085,7198141
19084,6479003
19083,0495911
19082,0673874
19081,4307815
19080,3255811
19079,9854205
19078,4070393
19077,4251034
19076,2597811
19075,8332655
19074,0956205
19073,2245529
19072,8610496
19071,2498482
19070,4249972
19069,6680147
19068,6633809
19067,0885974
19066,6778610
19065,4336227
19064,1712233
19063,1282648
19062,5474128
19061,2988967
19060,1847928
19059,0197026
19058,5899518
19057,9975203
19056,6776442
19055,5806877
19054,1607461
19053,7679324
19052,8507838
19051,2915497
19050,2602089
19049,2589916
19048,6824298
19047,6732786
19046,2955112
19045,9773879
19044,8206308
19043,8144737
19042,2608262
19041,6025851
19040,4814882
19039,7731428
19038,0017995
19037,2110398
19036,5752008
19035,3873618
19034,3028000
19033,1100552
19032,2902522
19031,1741203
19030,7938627
19029,3534603
19028,2451651
19027,9148328
19026,3790557
19025,3466650
19024,2941835
19023,5255357
19022,4487726
19021,2508750
19020,6711493
19019,4797953
19018,5941012
19017,2493559
19016,0207060
19015,3993072
19014,6630849
19013,3178862
19012,6214241
19011,9187535
19010,2823839
19009,7197189
19008,8739547
19007,2840689
19006,0624755
19005,4915276
19004,4460922
19003,9950544
19002,1164475
19001,6596629
18154,6596629
18153,6569947
18152,4727627
18151,7144959
18150,2602009
18149,5766207
18148,2332094
18147,5141800
18146,2689959
18145,7296288
18144,7156691
18143,4221669
18142,5001407
18141,5395344
18140,5580914
18139,7335278
18138,8902900
18137,5310976
18136,2476700
18135,5881122
18134,3784819
18133,9687371
18132,1633477
18131,1991519
18130,0116466
18129,6135099
18128,1603254
18127,1033121
18126,5920350
18125,1516519
18124,8322658
18123,8539814
18122,4823123
18121,9437466
18120,1812110
18119,7314959
18118,9482947
18117,2629848
18116,6284699
18115,0058726
18114,0543783
18113,9345415
18112,8399614
18111,5590721
18110,2939044
18109,3751785
18108,6473368
18107,4303625
18106,8359108
18105,5532911
18104,4516303
18103,1783955
18102,0145853
18101,9516869
18100,7865840
18099,4865876
18098,4986212
18097,7757233
18096,5500760
18095,9601630
18094,1256497
18093,8093961
18092,9752591
18091,0763133
18090,8788766
18089,1961867
18088,4876753
18087,3741665
18086,6098034
18085,6096160
18084,4495597
18083,4072619
18082,1104192
18081,5418864
18080,8344049
18079,1175951
18078,3488014
18077,6153047
18076,3112829
18075,1662738
18074,1486097
18073,3965800
18072,7965758
18071,0506366
18070,6659429
18069,1004308
18068,2776449
18067,7547356
18066,5503450
18065,2641300
18064,9611034
18063,1951581
18062,2683473
18061,0049637
18060,2270892
18059,8314676
18058,9164759
18057,9400192
18056,4723053
18055,9069418
18054,7289774
18053,1472547
18052,3778068
18051,6569633
18050,8012253
18049,7451317
18048,8208840
18047,3840830
18046,0224663
18045,6650909
18044,7368629
18043,0750139
18042,4740251
18041,6289953
18040,6544362
18039,6633358
18038,7283939
18037,6820298
18036,4464237
18035,6382607
18034,3737385
18033,6356911
18032,8084381
18031,3708681
18030,8001623
18029,6398411
18028,9819867
18027,9697651
18026,8031130
18025,9686075
18024,1962727
18023,9024153
18022,4134730
18021,4986361
18020,4065611
18019,4641056
18018,3259958
18017,3960971
18016,6933947
18015,2896067
18014,0727169
18013,2385167
18012,3927541
18011,9892103
18010,5118136
18009,4998867
18008,7948470
18007,1046944
18006,0588152
18005,3285064
18004,2592297
18003,6532550
18002,9516414
18001,7985549
17805,4958746
17154,0956232
17153,9762189
17152,6404866
17151,4928163
17150,4265046
17149,9417116
17148,1046055
17147,6484301
17146,3974213
17145,7452000
17144,6380552
17143,4763766
17142,5199825
17141,4460507
17140,0691107
17139,9176318
17138,0268655
17137,3729054
17136,9043181
17135,2346964
17134,1837226
17133,4629094
17132,8582663
17131,6593497
17130,9414196
17129,4807038
17128,0113702
17127,1363622
17126,5304552
17125,4444283
17124,1286220
17123,4326233
17122,1500602
17121,5161209
17120,1283878
17119,2665036
17118,0747615
17117,9045563
17116,9229047
17115,9792540
17114,8588119
17113,4742916
17112,0545333
17111,8104304
17110,0183028
17109,2987936
17108,8032001
17107,4179011
17106,6716528
17105,4365782
17104,1338714
17103,7067274
17102,1467554
17101,9760795
17100,6883861
17099,0513725
17098,3375406
17097,2749498
17096,9503667
17095,6856967
17094,2706328
17093,1587819
17092,1285844
17091,0626959
17090,6205407
17089,3219535
17088,5827838
17087,8155187
17086,4174266
17085,4958746
17084,2285606
17083,2360750
17082,1362098
17081,6745082
17080,4389244
17079,6096881
17078,5311900
17077,2423699
17076,2294819
17075,3323501
17074,6375062
17073,7230024
17072,5591674
17071,3427071
17070,4777007
17069,1225968
17068,3635318
17067,0030793
17066,4560789
17065,6609887
17064,5550082
17063,9078693
17062,4961525
17061,6567807
17060,1776345
17059,9825255
17058,5054414
17057,9951042
17056,1814014
17055,2451944
17054,2639801
17053,6666458
17052,3351885
17051,0136495
17050,2536308
17049,8081598
17048,6067729
17047,3903754
17046,2516529
17045,1940058
17044,9687189
17043,2255787
17042,6684680
17041,5569619
17040,4286075
17039,1021520
17038,4515446
17037,3265937
17036,6274026
17035,3525768
17034,2273652
17033,5118320
17032,3106114
17031,4460520
17030,1137897
17029,3960612
17028,2271883
17027,3458048
17026,2038852
17025,8898057
17024,3168668
17023,3209169
17022,8783735
17021,1729291
17020,6188900
17019,1127804
17018,4245627
17017,9321190
17016,2466140
17015,9411668
17014,3824970
17013,9394808
17012,7776852
17011,0607474
17010,0971821
17009,2009109
17008,1000234
17007,8827276
17006,2090906
17005,3847116
17004,5296864
17003,6387485
17002,4878761
17001,2535389
16154,0514491
16153,1383625
16152,3513300
16151,1692491
16150,1089511
16149,0061755
16148,8725603
16147,4752877
16146,0582002
16145,7313021
16144,0547186
16143,6171952
16142,7072801
16141,1295191
16140,8725298
16139,4633469
16138,6870337
16137,7694043
16136,2502087
16135,0407260
16134,3401861
16133,7413375
16132,5270894
16131,7304375
16130,2620133
16129,9181209
16128,8653314
16127,1619381
16126,5085236
16125,3980291
16124,9673763
16123,6521977
16122,5941053
16121,4926319
16120,4044416
16119,6251260
16118,0111613
16117,9798828
16116,2897861
16115,1127333
16114,5171278
16113,3681431
16112,9134779
16111,7379128
16110,9538271
16109,1729690
16108,1522900
16107,0582641
16106,0514760
16105,4015098
16104,8617853
16103,7086371
16102,3151063
16101,7370043
16100,5809445
16099,7399708
16098,5274231
16097,4152537
16096,5620761
16095,6863320
16094,8529135
16093,5979821
16092,6144325
16091,2384931
16090,0251121
16089,9822831
16088,4962874
16087,8388647
16086,8827512
16085,0411707
16084,5666043
16083,4192000
16082,2663481
16081,4232451
16080,2028504
16079,3187912
16078,3355371
16077,1886011
16076,6159740
16075,6776139
16074,8830258
16073,0467325
16072,9179600
16071,6609203
16070,8427535
16069,3438450
16068,0700278
16067,1123095
16066,6560612
16065,3745481
16064,8307890
16063,0861015
16062,4202815
16061,1292990
16060,8253313
16059,1346174
16058,6956881
16057,8686709
16056,1510996
16055,0468080
16054,6240813
16053,0163696
16052,2287449
16051,0286246
16050,4609236
16049,2560072
16048,7899864
16047,2988841
16046,9962865
16045,2810576
16044,5399971
16043,3907502
16042,6401141
16041,6262333
16040,6084615
16039,9119139
16038,2817111
16037,9494304
16036,6618670
16035,8487928
16034,5100524
16033,6791680
16032,0563435
16031,5030233
16030,4411721
16029,1579162
16028,7936025
16027,6825982
16026,9361186
16025,8882389
16024,8745556
16023,7462643
16022,4301197
16021,1288513
16020,5582637
16019,4984279
16018,7981273
16017,4136664
16016,6672361
16015,3813318
16014,4460199
16013,8315047
16012,6636606
16011,2383162
16010,8687229
16009,9339572
16008,6811838
16007,9940835
16006,6157523
16005,5966183
16004,8481060
16003,5421744
16002,0262530
16001,8930809
15153,7972013
15152,3392075
15151,4387919
15150,9043366
15149,5014071
15148,7379889
15147,4943989
15146,2082190
15145,2544496
15144,4684143
15143,9828286
15142,2942458
15141,3485710
15140,3585554
15139,0767027
15138,5684177
15137,3794706
15136,9733469
15135,3362303
15134,3970278
15133,8125177
15132,3462502
15131,7224447
15130,8099931
15129,6717289
15128,1425677
15127,5341498
15126,2839027
15125,5485568
15124,7759890
15123,4857119
15122,8632499
15121,9640870
15120,6259846
15119,6166583
15118,5403814
15117,1439625
15116,4108485
15115,9385065
15114,4622336
15113,2527927
15112,5217709
15111,8746396
15110,3324498
15109,4960420
15108,6556748
15107,5293476
15106,1084382
15105,4930834
15104,7115058
15103,2361762
15102,1527773
15101,9465861
15100,1325261
15099,2384786
15098,7772396
15097,4185893
15096,3902252
15095,0669061
15094,6638243
15093,6005968
15092,0780366
15091,6121865
15090,0871809
15089,9627608
15088,3912650
15087,4330194
15086,8135163
15085,0667283
15084,3863836
15083,8264394
15082,8575554
15081,7168107
15080,1057811
15079,9862266
15078,5838045
15077,1981580
15076,0408016
15075,2347715
15074,5576866
15073,5135400
15072,0000397
15071,4295539
15070,3186560
15069,4270339
15068,7987207
15067,5919118
15066,5227055
15065,4411025
15064,8102254
15063,4528498
15062,6725312
15061,5678492
15060,0315435
15059,9903974
15058,8765033
15057,9238690
15056,6928923
15055,5205891
15054,7345269
15053,8310414
15052,9038225
15051,7338118
15050,2846371
15049,0252136
15048,6451778
15047,7242976
15046,8456728
15045,9665557
15044,0284304
15043,9796091
15042,0578477
15041,4742078
15040,7065964
15039,5996364
15038,6473176
15037,9516315
15036,0623252
15035,0506651
15034,7564487
15033,9021678
15032,4984155
15031,5783717
15030,9571782
15029,0494567
15028,1476051
15027,6811460
15026,8050504
15025,2568464
15024,6467712
15023,3726043
15022,1619557
15021,4654397
15020,6139997
15019,9290994
15018,6453434
15017,4278582
15016,5990997
15015,9889253
15014,3216941
15013,7368219
15012,0347408
15011,4595999
15010,1579257
15009,2992021
15008,7906408
15007,3818083
15006,4857482
15005,1548555
15004,7191381
15003,6823007
15002,6157030
15001,9844024
14153,9453523
14152,5693049
14151,1957554
14150,5868335
14149,3797158
14148,4959493
14147,2405412
14146,1123302
14145,9737045
14144,8588812
14143,5800956
14142,9219238
14141,1881351
14140,7928567
14139,4421165
14138,3253729
14137,8283020
14136,7290772
14135,6600534
14134,8601215
14133,5757902
14132,6726367
14131,6006372
14130,3856418
14129,6675563
14128,1207980
14127,1972416
14126,9541654
14125,5616459
14124,0891892
14123,3170036
14122,6772576
14121,6674245
14120,2566882
14119,9183195
14118,1888597
14117,6226434
14116,1752033
14115,8643428
14114,5444860
14113,8209021
14112,9274817
14111,6048324
14110,7050216
14109,3696029
14108,1637041
14107,4216651
14106,2227737
14105,8766589
14104,7350196
14103,2937587
14102,9796397
14101,1789121
14100,2554407
14099,3117961
14098,8690355
14097,0917126
14096,8716103
14095,6658896
14094,2839953
14093,6871416
14092,6116077
14091,0045822
14090,4876357
14089,1399582
14088,5340578
14087,1189101
14086,4684909
14085,9147743
14084,6586773
14083,2659855
14082,7251377
14081,2448931
14080,6322592
14079,6018113
14078,1753391
14077,5164888
14076,2952474
14075,5505028
14074,9597779
14073,0278077
14072,8756922
14071,0617921
14070,4950463
14069,9825006
14068,9025922
14067,0469322
14066,9579348
14065,9038214
14064,6351912
14063,5886234
14062,1342340
14061,9911724
14060,1595217
14059,5107138
14058,7128674
14057,9654442
14056,5911416
14055,5880317
14054,0854702
14053,2887688
14052,3103236
14051,9888500
14050,0907941
14049,6315089
14048,4619288
14047,4525192
14046,9786777
14045,9029153
14044,0103638
14043,7900624
14042,6828843
14041,9902503
14040,5897643
14039,3734606
14038,0813812
14037,1264207
14036,9383526
14035,3745482
14034,4563840
14033,3063811
14032,4738050
14031,4882918
14030,3821017
14029,4066360
14028,8079401
14027,5065486
14026,8869088
14025,6636428
14024,7213208
14023,5561357
14022,3393426
14021,2089738
14020,8075425
14019,1360145
14018,9763014
14017,8186196
14016,6878883
14015,1583631
14014,9506776
14013,2383563
14012,7753510
14011,6060265
14010,5421212
14009,7912096
14008,1957425
14007,9945762
14006,1712056
14005,4259264
14004,6942195
14003,4956175
14002,7468894
14001,8584531
13154,5229380
13153,1420731
13152,9810168
13151,1385475
13150,8386626
13149,4620424
13148,3588866
13147,9332617
13146,2112998
13145,5431885
13144,2006049
13143,5107807
13142,8137252
13141,8207467
13140,4339475
13139,2238532
13138,9148430
13137,4057831
13136,2356895
13135,8484019
13134,6173185
13133,5512389
13132,5838290
13131,8816996
13130,9334834
13129,3926558
13128,0337345
13127,3920159
13126,5767149
13125,2123071
13124,9995169
13123,9162251
13122,8097423
13121,6514635
13120,6287925
13119,5123641
13118,7552272
13117,7018906
13116,8864868
13115,7547412
13114,0737148
13113,4145651
13112,6307318
13111,8595733
